Entry	Entry Name	Gene Names	Length	EC number	Gene Ontology IDs
P07648	RECC_ECOLI	recC b2822 JW2790	1122	3.1.11.5	GO:0000724; GO:0000725; GO:0003677; GO:0003678; GO:0005524; GO:0006310; GO:0008854; GO:0009314; GO:0009338; GO:0044355
P07649	TRUA_ECOLI	truA asuC hisT leuK b2318 JW2315	270	5.4.99.12	GO:0000049; GO:0009982; GO:0031119; GO:0042803; GO:0106029
P07658	FDHF_ECOLI	fdhF b4079 JW4040	715	1.17.98.4	GO:0005829; GO:0006007; GO:0008863; GO:0009061; GO:0009326; GO:0015944; GO:0016020; GO:0016903; GO:0019628; GO:0019645; GO:0043546; GO:0045272; GO:0045333; GO:0046872; GO:0051539
P07821	FHUC_ECOLI	fhuC b0151 JW0147	265	7.2.2.16	GO:0005524; GO:0005886; GO:0015091; GO:0015625; GO:0016887; GO:0043190; GO:0055052; GO:0098711
P07822	FHUD_ECOLI	fhuD b0152 JW0148	296		GO:0030288; GO:0055052; GO:0098711
P07862	DDLB_ECOLI	ddlB ddl b0092 JW0090	306	6.3.2.4	GO:0005524; GO:0005829; GO:0008360; GO:0008716; GO:0009252; GO:0042803; GO:0046872; GO:0071555
P07913	TDH_ECOLI	tdh b3616 JW3591	341	1.1.1.103	GO:0005737; GO:0005829; GO:0006564; GO:0006567; GO:0008198; GO:0008270; GO:0008743; GO:0016491; GO:0019518; GO:0030145; GO:0046870
P08142	ILVB_ECOLI	ilvB b3671 JW3646	562	2.2.1.6	GO:0000287; GO:0003984; GO:0005948; GO:0009082; GO:0009097; GO:0009099; GO:0030976; GO:0050660
P08179	PUR3_ECOLI	purN b2500 JW2485	212	2.1.2.2	GO:0004644; GO:0005737; GO:0005829; GO:0006189; GO:0006974
P08191	FIMH_ECOLI	fimH b4320 JW4283	300		GO:0005537; GO:0007155; GO:0007638; GO:0009289; GO:0009419; GO:0031589; GO:0033644; GO:0043709
P08192	FOLC_ECOLI	folC dedC b2315 JW2312	422	6.3.2.12; 6.3.2.17	GO:0004326; GO:0005524; GO:0005737; GO:0006730; GO:0008841; GO:0009396; GO:0046654; GO:0046656; GO:0046872; GO:0097216
P08200	IDH_ECOLI	icd icdA icdE b1136 JW1122	416	1.1.1.42	GO:0000287; GO:0004450; GO:0005737; GO:0005829; GO:0006097; GO:0006099; GO:0006979; GO:0022900; GO:0051287; GO:0097216
P08201	NIRB_ECOLI	nirB b3365 JW3328	847	1.7.1.15	GO:0006113; GO:0006116; GO:0009344; GO:0020037; GO:0042128; GO:0046872; GO:0050660; GO:0050661; GO:0051537; GO:0051539; GO:0106316
P08203	ARAD_ECOLI	araD b0061 JW0060	231	5.1.3.4	GO:0005829; GO:0008270; GO:0008742; GO:0016832; GO:0019323; GO:0019324; GO:0019569; GO:0032991; GO:0042802
P08244	PYRF_ECOLI	pyrF b1281 JW1273	245	4.1.1.23	GO:0004590; GO:0005737; GO:0005829; GO:0006207; GO:0015949; GO:0016831; GO:0044205
P08312	SYFA_ECOLI	pheS b1714 JW5277	327	6.1.1.20	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0005829; GO:0006432; GO:0009328
P08337	MUTT_ECOLI	mutT b0099 JW0097	129	3.6.1.55	GO:0000287; GO:0006203; GO:0006260; GO:0006281; GO:0006289; GO:0008413; GO:0030145; GO:0035539; GO:0044715; GO:0044716; GO:0046067
P08373	MURB_ECOLI	murB yijB b3972 JW3940	342	1.3.1.98	GO:0005737; GO:0005829; GO:0007049; GO:0008360; GO:0008762; GO:0009252; GO:0050660; GO:0051301; GO:0071555; GO:0071949
P08394	RECB_ECOLI	recB ior rorA b2820 JW2788	1180	3.1.11.5	GO:0000287; GO:0000724; GO:0000725; GO:0003677; GO:0003678; GO:0004520; GO:0005524; GO:0005829; GO:0006310; GO:0008094; GO:0008854; GO:0009314; GO:0009338; GO:0015616; GO:0043138; GO:0044355
P08395	SPPA_ECOLI	sppA b1766 JW1755	618	3.4.21.-	GO:0004175; GO:0005886; GO:0006465; GO:0008236; GO:0016020
P08506	DACC_ECOLI	dacC b0839 JW0823	400	3.4.16.4	GO:0004180; GO:0005886; GO:0006508; GO:0008360; GO:0008658; GO:0009002; GO:0009252; GO:0009410; GO:0030288; GO:0042803; GO:0071555
P08622	DNAJ_ECOLI	dnaJ groP b0015 JW0014	376		GO:0003756; GO:0005524; GO:0005737; GO:0005829; GO:0006260; GO:0006457; GO:0008270; GO:0009408; GO:0015035; GO:0016020; GO:0016032; GO:0016989; GO:0031072; GO:0032991; GO:0042026; GO:0042803; GO:0043335; GO:0051082; GO:0051085; GO:0051087; GO:0065003
P08660	AK3_ECOLI	lysC apk b4024 JW3984	449	2.7.2.4	GO:0004072; GO:0005524; GO:0005829; GO:0009089; GO:0009090; GO:0016310; GO:0042803
P08839	PT1_ECOLI	ptsI b2416 JW2409	575	2.7.3.9	GO:0005829; GO:0008965; GO:0009401; GO:0016301; GO:0016310; GO:0042802; GO:0046872
P08956	T1RK_ECOLI	hsdR hsr b4350 JW4313	1170	3.1.21.3	GO:0003677; GO:0004386; GO:0005524; GO:0005829; GO:0009035; GO:0009307; GO:0019812
P09029	PURK_ECOLI	purK b0522 JW0511	355	6.3.4.18	GO:0004638; GO:0005524; GO:0005829; GO:0006189; GO:0034028; GO:0046872
P09030	EX3_ECOLI	xthA xth b1749 JW1738	268	3.1.11.2	GO:0003677; GO:0004519; GO:0004527; GO:0005829; GO:0006281; GO:0006974; GO:0008311; GO:0046872
P09099	XYLB_ECOLI	xylB b3564 JW3536	484	2.7.1.-; 2.7.1.17	GO:0004856; GO:0005524; GO:0005998; GO:0042803; GO:0042843; GO:0103020
P09147	GALE_ECOLI	galE galD b0759 JW0742	338	5.1.3.2	GO:0003978; GO:0005737; GO:0005829; GO:0005975; GO:0006012; GO:0009242; GO:0016857; GO:0033499; GO:0042802; GO:0070403
P09148	GAL7_ECOLI	galT galB b0758 JW0741	348	2.7.7.12	GO:0004335; GO:0005737; GO:0005829; GO:0008108; GO:0008198; GO:0008270; GO:0033499
P09152	NARG_ECOLI	narG bisD narC b1224 JW1215	1247	1.7.5.1	GO:0008940; GO:0009055; GO:0009061; GO:0016020; GO:0019645; GO:0042126; GO:0042128; GO:0043546; GO:0044799; GO:0046872; GO:0051539
P09158	SPEE_ECOLI	speE b0121 JW0117	288	2.5.1.-; 2.5.1.16; 2.5.1.22; 2.5.1.79	GO:0004766; GO:0005829; GO:0008295; GO:0008757; GO:0010487; GO:0016768; GO:0042803; GO:0043918
P09169	OMPT_ECOLI	ompT b0565 JW0554	317	3.4.23.49	GO:0004175; GO:0004190; GO:0004252; GO:0006508; GO:0009279
P09323	PTW3C_ECOLI	nagE pstN b0679 JW0665	648	2.7.1.193	GO:0005886; GO:0006974; GO:0008982; GO:0009401; GO:0015572; GO:0015764; GO:0016301; GO:0016310; GO:0019866; GO:0046872; GO:0090563; GO:0090586
P09348	MOTA_ECOLI	motA flaJ b1890 JW1879	295		GO:0005886; GO:0006935; GO:0009288; GO:0015252; GO:0071973; GO:0071978; GO:0120101; GO:1902600
P09372	GRPE_ECOLI	grpE b2614 JW2594	197		GO:0000774; GO:0005737; GO:0005829; GO:0009408; GO:0019904; GO:0032991; GO:0042803; GO:0043335; GO:0051082; GO:0051085; GO:0051087; GO:0065003
P09373	PFLB_ECOLI	pflB pfl b0903 JW0886	760	2.3.1.54	GO:0005829; GO:0006006; GO:0008861; GO:0016020
P09377	RHAS_ECOLI	rhaS rhaC2 b3905 JW3876	278		GO:0003700; GO:0005737; GO:0006355; GO:0019299; GO:0043565; GO:0045893
P09391	GLPG_ECOLI	glpG b3424 JW5687	276	3.4.21.105	GO:0004175; GO:0004252; GO:0005886; GO:0006508; GO:0042802
P09394	GLPQ_ECOLI	glpQ b2239 JW2233	358	3.1.4.46	GO:0005509; GO:0006071; GO:0006629; GO:0008889; GO:0042597; GO:0046872
P09546	PUTA_ECOLI	putA poaA b1014 JW0999	1320	1.2.1.88; 1.5.5.2	GO:0000987; GO:0001217; GO:0003677; GO:0003842; GO:0004657; GO:0005829; GO:0005886; GO:0006561; GO:0006979; GO:0009898; GO:0010133; GO:0042802; GO:0042803; GO:0043565; GO:0045892; GO:0050660
P09831	GLTB_ECOLI	gltB aspB b3212 JW3179	1486	1.4.1.13	GO:0004355; GO:0005829; GO:0006537; GO:0009342; GO:0015930; GO:0019676; GO:0046872; GO:0051538; GO:0097054
P09832	GLTD_ECOLI	gltD aspB b3213 JW3180	472	1.4.1.13	GO:0004355; GO:0005829; GO:0006537; GO:0009342; GO:0019676; GO:0046872; GO:0051539; GO:0097054
P09835	UHPB_ECOLI	uhpB b3668 JW3643	500	2.7.13.3; 3.1.3.-	GO:0000155; GO:0004721; GO:0005524; GO:0005886; GO:0007165; GO:0046983
P09980	REP_ECOLI	rep b3778 JW5604	673	5.6.2.4	GO:0000725; GO:0003678; GO:0003697; GO:0005524; GO:0005829; GO:0006268; GO:0006269; GO:0009314; GO:0016853; GO:0016887; GO:0031297; GO:0042803; GO:0043138; GO:0044787; GO:1990077; GO:1990160
P0A698	UVRA_ECOLI	uvrA dinE b4058 JW4019	940		GO:0000715; GO:0003677; GO:0005524; GO:0005829; GO:0006281; GO:0006289; GO:0006294; GO:0008270; GO:0009314; GO:0009380; GO:0009381; GO:0009432; GO:0016887; GO:0042802; GO:1990391
P0A6A0	UBIB_ECOLI	ubiB aarF yigQ yigR yigS b3835 JW3812	546	2.7.-.-	GO:0004672; GO:0005524; GO:0005886; GO:0006744; GO:0010795; GO:0016310
P0A6A3	ACKA_ECOLI	ackA ack b2296 JW2293	400	2.7.2.1	GO:0000287; GO:0005524; GO:0005829; GO:0006083; GO:0006085; GO:0008270; GO:0008776; GO:0016020; GO:0016310; GO:0019413; GO:0019542; GO:0044011
P0A6A8	ACP_ECOLI	acpP b1094 JW1080	78		GO:0000035; GO:0000036; GO:0005737; GO:0005829; GO:0006633; GO:0008289; GO:0008610; GO:0009245; GO:0009410; GO:0031177
P0A6B4	ALR1_ECOLI	alr b4053 JW4013	359	5.1.1.1	GO:0005829; GO:0008360; GO:0008784; GO:0009252; GO:0030170; GO:0030632; GO:0042803; GO:0071555
P0A6B7	ISCS_ECOLI	iscS nuvC yfhO yzzO b2530 JW2514	404	2.8.1.7	GO:0002143; GO:0002937; GO:0005829; GO:0009000; GO:0009228; GO:0009589; GO:0016226; GO:0016261; GO:0018131; GO:0019448; GO:0030170; GO:0031071; GO:0044571; GO:0046872; GO:0051537; GO:0072348; GO:0097163; GO:1990221; GO:1990228; GO:1990329; GO:1990330
P0A6C1	END4_ECOLI	nfo b2159 JW2146	285	3.1.21.2	GO:0003677; GO:0003906; GO:0004519; GO:0005829; GO:0006281; GO:0006284; GO:0008081; GO:0008270; GO:0008296; GO:0008833; GO:0016791
P0A6C8	ARGB_ECOLI	argB b3959 JW5553	258	2.7.2.8	GO:0003991; GO:0005524; GO:0005737; GO:0006526; GO:0006974; GO:0016310; GO:0042450
P0A6D0	ARGR_ECOLI	argR xerA b3237 JW3206	156		GO:0000987; GO:0003700; GO:0005667; GO:0005737; GO:0006526; GO:0034618; GO:0042150; GO:0042802; GO:0051259; GO:1900079; GO:1900081; GO:2000143; GO:2000144
P0A6D3	AROA_ECOLI	aroA b0908 JW0891	427	2.5.1.19	GO:0003866; GO:0005829; GO:0008652; GO:0009073; GO:0009423
P0A6D5	YDIB_ECOLI	ydiB	288	1.1.1.282	GO:0004764; GO:0008652; GO:0009073; GO:0009423; GO:0019632; GO:0030266; GO:0042803; GO:0052733; GO:0052734
P0A6D7	AROK_ECOLI	aroK b3390 JW5947	173	2.7.1.71	GO:0000287; GO:0004765; GO:0005524; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0016310; GO:0046677
P0A6E1	AROL_ECOLI	aroL b0388 JW0379	174	2.7.1.71	GO:0000287; GO:0004765; GO:0005524; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0016310; GO:0046872
P0A6E4	ASSY_ECOLI	argG b3172 JW3140	447	6.3.4.5	GO:0000050; GO:0000053; GO:0004055; GO:0005524; GO:0005737; GO:0005829; GO:0006526; GO:0042802; GO:0042803
P0A6E6	ATPE_ECOLI	atpC papG uncC b3731 JW3709	139		GO:0005524; GO:0005886; GO:0015986; GO:0042777; GO:0045259; GO:0045261; GO:0046933
P0A6F1	CARA_ECOLI	carA pyrA b0032 JW0030	382	6.3.5.5	GO:0004088; GO:0005524; GO:0005737; GO:0005829; GO:0005951; GO:0006207; GO:0006526; GO:0006541; GO:0019856; GO:0044205; GO:0046982
P0A6F3	GLPK_ECOLI	glpK b3926 JW3897	502	2.7.1.30	GO:0004370; GO:0005524; GO:0005829; GO:0006071; GO:0006072; GO:0006974; GO:0008270; GO:0016310; GO:0019563; GO:0042802; GO:0046872
P0A6F5	CH60_ECOLI	groEL groL mopA b4143 JW4103	548	5.6.1.7	GO:0000287; GO:0005524; GO:0005829; GO:0006457; GO:0009314; GO:0009408; GO:0016020; GO:0016853; GO:0016887; GO:0019068; GO:0042026; GO:0042802; GO:0051082; GO:0051085; GO:0140662; GO:1990220
P0A6F9	CH10_ECOLI	groES groS mopB b4142 JW4102	97		GO:0005524; GO:0005829; GO:0006457; GO:0009408; GO:0019068; GO:0042802; GO:0044183; GO:0046872; GO:0051082; GO:0051085; GO:0051087; GO:1990220
P0A6G7	CLPP_ECOLI	clpP lopP b0437 JW0427	207	3.4.21.92	GO:0004176; GO:0004252; GO:0005829; GO:0006508; GO:0006515; GO:0008236; GO:0009266; GO:0009314; GO:0009368; GO:0009376; GO:0009408; GO:0010498; GO:0016020; GO:0042802; GO:0043068; GO:0051117
P0A6H1	CLPX_ECOLI	clpX lopC b0438 JW0428	424		GO:0002020; GO:0004176; GO:0005524; GO:0005829; GO:0008270; GO:0009368; GO:0009376; GO:0016887; GO:0030164; GO:0042802; GO:0043335; GO:0046983; GO:0051082; GO:0051301; GO:0051603; GO:0097718; GO:0140662
P0A6H5	HSLU_ECOLI	hslU htpI b3931 JW3902	443		GO:0000287; GO:0005524; GO:0005829; GO:0006508; GO:0008233; GO:0009376; GO:0009408; GO:0016020; GO:0016887; GO:0019904; GO:0030164; GO:0034605; GO:0036402; GO:0042802; GO:0043335; GO:0051603
P0A6H8	CLSA_ECOLI	clsA cls nov yciJ b1249 JW1241	486	2.7.8.-	GO:0005886; GO:0008808; GO:0016020; GO:0032049; GO:0060187
P0A6I0	KCY_ECOLI	cmk mssA ycaF ycaG b0910 JW0893	227	2.7.4.25	GO:0004127; GO:0005524; GO:0005829; GO:0006220; GO:0010165; GO:0015949; GO:0016310; GO:0036430; GO:0036431; GO:0097216
P0A6I6	COAD_ECOLI	coaD kdtB yicA b3634 JW3609	159	2.7.7.3	GO:0004595; GO:0005524; GO:0005737; GO:0015937; GO:0042802
P0A6J1	CYSC_ECOLI	cysC b2750 JW2720	201	2.7.1.25	GO:0000103; GO:0004020; GO:0005524; GO:0016310; GO:0042802; GO:0070814
P0A6J3	CYSZ_ECOLI	cysZ b2413 JW2406	253		GO:0000103; GO:0005886; GO:0009675; GO:0015116; GO:0019344; GO:1902358
P0A6J5	DADA_ECOLI	dadA dadR b1189 JW1178	432	1.4.99.-	GO:0005737; GO:0005886; GO:0008718; GO:0019480; GO:0042803; GO:0055130
P0A6K1	DAPF_ECOLI	dapF b3809 JW5592	274	5.1.1.7	GO:0005829; GO:0008047; GO:0008837; GO:0009089; GO:0042803
P0A6K3	DEF_ECOLI	def fms b3287 JW3248	169	3.5.1.88	GO:0005829; GO:0006412; GO:0008198; GO:0008270; GO:0016787; GO:0042586; GO:0043022; GO:0043686
P0A6K6	DEOB_ECOLI	deoB drm thyR b4383 JW4346	407	5.4.2.7	GO:0000287; GO:0005829; GO:0006015; GO:0006974; GO:0008973; GO:0009264; GO:0030145; GO:0043094
P0A6L0	DEOC_ECOLI	deoC dra thyR b4381 JW4344	259	4.1.2.4	GO:0004139; GO:0005829; GO:0006974; GO:0009264; GO:0015949; GO:0016020; GO:0016052; GO:0016829; GO:0046386
P0A6L2	DAPA_ECOLI	dapA b2478 JW2463	292	4.3.3.7	GO:0005829; GO:0008840; GO:0009089; GO:0019877; GO:0042802
P0A6L4	NANA_ECOLI	nanA npl b3225 JW3194	297	4.1.3.3	GO:0005829; GO:0005975; GO:0008747; GO:0019262; GO:0042802; GO:0044010
P0A6M2	DSBB_ECOLI	dsbB roxB ycgA b1185 JW5182	176		GO:0005886; GO:0006457; GO:0009055; GO:0009408; GO:0015035; GO:0016672; GO:0048039
P0A6M4	DTD_ECOLI	dtd yihZ b3887 JW3858	145	3.1.1.96	GO:0000049; GO:0002161; GO:0005737; GO:0006399; GO:0009408; GO:0019478; GO:0042803; GO:0043908; GO:0051499; GO:0051500; GO:0106026; GO:0106074
P0A6M8	EFG_ECOLI	fusA far fus b3340 JW3302	704	3.6.5.-	GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0005829; GO:0006414; GO:0032790; GO:0097216
P0A6N4	EFP_ECOLI	efp b4147 JW4107	188		GO:0003746; GO:0005737; GO:0005829; GO:0006414; GO:0043022; GO:0072344; GO:2001125
P0A6P1	EFTS_ECOLI	tsf b0170 JW0165	283		GO:0003746; GO:0005085; GO:0005737; GO:0005829; GO:0006414; GO:0008270; GO:0016020; GO:0032045
P0A6P5	DER_ECOLI	der engA yfgK b2511 JW5403	490		GO:0000027; GO:0003924; GO:0005525; GO:0005829; GO:0032794; GO:0043022; GO:0043023; GO:0097216
P0A6P9	ENO_ECOLI	eno b2779 JW2750	432	4.2.1.11	GO:0000015; GO:0000287; GO:0004634; GO:0005576; GO:0005829; GO:0005856; GO:0006096; GO:0006396; GO:0006401; GO:0009986; GO:0016020; GO:0042802; GO:0042803; GO:1990061
P0A6Q3	FABA_ECOLI	fabA b0954 JW0937	172	4.2.1.59; 5.3.3.14	GO:0004317; GO:0005829; GO:0006633; GO:0008659; GO:0008693; GO:0034017; GO:0042803; GO:0047450; GO:0047451
P0A6Q6	FABZ_ECOLI	fabZ sefA yaeA b0180 JW0175	151	4.2.1.59	GO:0004317; GO:0005737; GO:0006633; GO:0008659; GO:0008693; GO:0009245; GO:0042802; GO:0047450; GO:0047451
P0A6R0	FABH_ECOLI	fabH b1091 JW1077	317	2.3.1.180	GO:0004315; GO:0005829; GO:0006631; GO:0006633; GO:0033818
P0A6R3	FIS_ECOLI	fis b3261 JW3229	98		GO:0000786; GO:0000976; GO:0001046; GO:0001216; GO:0001217; GO:0003677; GO:0005829; GO:0006351; GO:0006355; GO:0009295; GO:0009314; GO:0031421; GO:0032359; GO:0032993; GO:0042803; GO:0043565; GO:0044374; GO:0045911; GO:0051276
P0A6S5	FTSB_ECOLI	ftsB ygbQ b2748 JW2718	103		GO:0000917; GO:0005886; GO:0030428; GO:0032153; GO:0042802; GO:0043093; GO:0051301; GO:1990586; GO:1990587; GO:1990588
P0A6T1	G6PI_ECOLI	pgi b4025 JW3985	549	5.3.1.9	GO:0004347; GO:0005829; GO:0006094; GO:0006096; GO:0034599; GO:0042802; GO:0042803; GO:0048029; GO:0051156; GO:0097367
P0A6T3	GAL1_ECOLI	galK galA b0757 JW0740	382	2.7.1.6	GO:0000287; GO:0004335; GO:0005524; GO:0005737; GO:0005829; GO:0006012; GO:0033499
P0A6T5	GCH1_ECOLI	folE b2153 JW2140	222	3.5.4.16	GO:0003934; GO:0005525; GO:0005737; GO:0005829; GO:0006729; GO:0006730; GO:0008270; GO:0008616; GO:0032991; GO:0035998; GO:0042802; GO:0046654
P0A6U3	MNMG_ECOLI	mnmG gidA trmF b3741 JW3719	629		GO:0002098; GO:0002144; GO:0002926; GO:0005829; GO:0009411; GO:0030488; GO:0042803; GO:0050660; GO:0140018
P0A6U5	RSMG_ECOLI	rsmG gidB b3740 JW3718	207	2.1.1.170	GO:0005829; GO:0070043; GO:0070475
P0A6V1	GLGC_ECOLI	glgC b3430 JW3393	431	2.7.7.27	GO:0000287; GO:0005524; GO:0005978; GO:0008878; GO:0010170; GO:0016208; GO:0042802; GO:0051289
P0A6W3	MRAY_ECOLI	mraY murX b0087 JW0085	360	2.7.8.13	GO:0005886; GO:0007049; GO:0008360; GO:0008963; GO:0009252; GO:0016020; GO:0044038; GO:0046872; GO:0051301; GO:0051992; GO:0071555
P0A6X1	HEM1_ECOLI	hemA b1210 JW1201	418	1.2.1.70	GO:0008883; GO:0019353; GO:0042802; GO:0050661
P0A6X3	HFQ_ECOLI	hfq b4172 JW4130	102		GO:0003677; GO:0003681; GO:0003723; GO:0005829; GO:0006355; GO:0040033; GO:0043487; GO:0045974; GO:0045975; GO:0140691
P0A6X7	IHFA_ECOLI	ihfA hid himA b1712 JW1702	99		GO:0000976; GO:0001216; GO:0003677; GO:0005829; GO:0006310; GO:0006351; GO:0006417; GO:0030527; GO:0032993; GO:1990177
P0A6Y1	IHFB_ECOLI	ihfB himD hip b0912 JW0895	94		GO:0003677; GO:0005694; GO:0005829; GO:0006310; GO:0006351; GO:0006355; GO:0006417; GO:0030527; GO:1990177
P0A6Y5	HSLO_ECOLI	hslO yrfI b3401 JW5692	292		GO:0005737; GO:0005829; GO:0006979; GO:0008270; GO:0009408; GO:0036506; GO:0042026; GO:0042802; GO:0044183; GO:0051082
P0A6Y8	DNAK_ECOLI	dnaK groP grpF seg b0014 JW0013	638		GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0006260; GO:0008270; GO:0009408; GO:0016020; GO:0016234; GO:0016887; GO:0016989; GO:0031072; GO:0032991; GO:0034620; GO:0042026; GO:0043335; GO:0043531; GO:0044183; GO:0051082; GO:0051085; GO:0051087; GO:0065003; GO:0140662; GO:1990169
P0A6Z1	HSCA_ECOLI	hscA hsc b2526 JW2510	616		GO:0005524; GO:0005829; GO:0016226; GO:0016887; GO:0031072; GO:0042026; GO:0043531; GO:0044183; GO:0051082; GO:0051085; GO:0070417; GO:0097428; GO:0140662; GO:1990230
P0A6Z3	HTPG_ECOLI	htpG b0473 JW0462	624		GO:0005524; GO:0005829; GO:0005886; GO:0006457; GO:0006974; GO:0009408; GO:0016887; GO:0042802; GO:0042803; GO:0043093; GO:0044183; GO:0051082; GO:0051087; GO:0140662
P0A6Z6	NIKR_ECOLI	nikR yhhG b3481 JW3446	133		GO:0000976; GO:0001046; GO:0001217; GO:0003677; GO:0005667; GO:0006355; GO:0010045; GO:0016151; GO:0032993; GO:0042802; GO:0043565; GO:1901576; GO:2000143
P0A700	HYPA_ECOLI	hypA b2726 JW2696	116		GO:0005886; GO:0008270; GO:0016151; GO:0016530; GO:0036211; GO:0042802; GO:0051604; GO:0065003; GO:0110147; GO:1905360
P0A703	HYBF_ECOLI	hybF b2991 JW5493	113		GO:0008270; GO:0016151; GO:0016530; GO:0036211; GO:0051604
P0A705	IF2_ECOLI	infB gicD ssyG b3168 JW3137	890		GO:0003743; GO:0003924; GO:0005525; GO:0005737; GO:0005829; GO:0006413; GO:0009409; GO:0016020; GO:0043024; GO:0061077; GO:0097216
P0A707	IF3_ECOLI	infC fit srjA b1718 JW5829	180		GO:0003723; GO:0003743; GO:0005829; GO:0009409; GO:0016020; GO:0032790; GO:0043022
P0A710	YCIB_ECOLI	yciB ispZ b1254 JW1246	179		GO:0005886
P0A712	KDGT_ECOLI	kdgT b3909 JW5560	327		GO:0005886; GO:0015649; GO:0016020; GO:0035429
P0A715	KDSA_ECOLI	kdsA b1215 JW1206	284	2.5.1.55	GO:0005829; GO:0008676; GO:0019294; GO:0032991; GO:0042802
P0A717	KPRS_ECOLI	prs prsA b1207 JW1198	315	2.7.6.1	GO:0000287; GO:0002189; GO:0004749; GO:0005524; GO:0005737; GO:0005829; GO:0006015; GO:0006164; GO:0009156; GO:0016301; GO:0016310; GO:0034214; GO:0042301; GO:0042802; GO:0043531
P0A720	KTHY_ECOLI	tmk ycfG b1098 JW1084	213	2.7.4.9	GO:0004798; GO:0005524; GO:0005737; GO:0005829; GO:0006227; GO:0006233; GO:0006235; GO:0015949; GO:0016310; GO:0042803
P0A725	LPXC_ECOLI	lpxC asmB envA b0096 JW0094	305	3.5.1.108	GO:0005506; GO:0005737; GO:0008270; GO:0008759; GO:0009245; GO:0019213; GO:0103117
P0A729	NTPPB_ECOLI	yceF b1087 JW5155	194	3.6.1.-	GO:0005737; GO:0009117; GO:0047429
P0A731	MGSA_ECOLI	mgsA yccG b0963 JW5129	152	4.2.3.3	GO:0005829; GO:0008929; GO:0019242; GO:0034214; GO:0042802
P0A738	MOAC_ECOLI	moaC chlA3 b0783 JW0766	161	4.6.1.17	GO:0006777; GO:0032991; GO:0042802; GO:0061799
P0A742	MSCL_ECOLI	mscL yhdC b3291 JW3252	136		GO:0005886; GO:0006811; GO:0008381; GO:0016020; GO:0034220; GO:0042802
P0A744	MSRA_ECOLI	msrA pms b4219 JW4178	212	1.8.4.11	GO:0005737; GO:0005829; GO:0006979; GO:0008113; GO:0016671; GO:0030091; GO:0034599; GO:0036211; GO:0036456
P0A746	MSRB_ECOLI	msrB yeaA b1778 JW1767	137	1.8.4.12	GO:0005506; GO:0005737; GO:0005829; GO:0006979; GO:0008270; GO:0030091; GO:0033743; GO:0033745; GO:0046686
P0A749	MURA_ECOLI	murA murZ b3189 JW3156	419	2.5.1.7	GO:0005829; GO:0007049; GO:0008360; GO:0008760; GO:0009252; GO:0019277; GO:0051301; GO:0071555
P0A754	KEFF_ECOLI	kefF yabF b0046 JW0045	176	1.6.5.2	GO:0003955; GO:0005886; GO:0006813; GO:0008753; GO:0009055; GO:0010181; GO:0042803; GO:0050136; GO:0051453; GO:0051454; GO:1901381; GO:1903103
P0A759	NAGB_ECOLI	nagB glmD b0678 JW0664	266	3.5.99.6	GO:0004342; GO:0005737; GO:0005829; GO:0005975; GO:0006043; GO:0006046; GO:0006048; GO:0019262; GO:0042802
P0A763	NDK_ECOLI	ndk b2518 JW2502	143	2.7.4.6	GO:0004550; GO:0005524; GO:0005829; GO:0006163; GO:0006183; GO:0006220; GO:0006228; GO:0006241; GO:0016310; GO:0046872
P0A769	MNTH_ECOLI	mntH yfeP b2392 JW2388	412		GO:0005384; GO:0005886; GO:0006824; GO:0006826; GO:0006828; GO:0015078; GO:0015086; GO:0015292; GO:0015293; GO:0015691; GO:0030001; GO:0046872; GO:0071281
P0A776	RPPH_ECOLI	rppH nudH ygdP b2830 JW2798	176	3.6.1.-	GO:0000287; GO:0005737; GO:0006402; GO:0008033; GO:0016818; GO:0034353; GO:0050779; GO:0110153; GO:0110154; GO:0110155
P0A784	ORN_ECOLI	orn o204a yjeR b4162 JW5740	181	3.1.15.-	GO:0000175; GO:0003676; GO:0005829; GO:0006401; GO:0008310; GO:0034611; GO:0046872
P0A786	PYRB_ECOLI	pyrB b4245 JW4204	311	2.1.3.2	GO:0004070; GO:0005737; GO:0005829; GO:0006207; GO:0006541; GO:0009347; GO:0016597; GO:0042802; GO:0044205; GO:0070207
P0A790	PAND_ECOLI	panD b0131 JW0127	126	4.1.1.11	GO:0004068; GO:0005829; GO:0006523; GO:0015940; GO:0016540
P0A794	PDXJ_ECOLI	pdxJ b2564 JW2548	243	2.6.99.2	GO:0005829; GO:0008615; GO:0033856; GO:0042802
P0A796	PFKA_ECOLI	pfkA b3916 JW3887	320	2.7.1.11	GO:0000287; GO:0003872; GO:0005524; GO:0005737; GO:0005829; GO:0005945; GO:0006002; GO:0006007; GO:0006096; GO:0016208; GO:0019003; GO:0030388; GO:0032553; GO:0042802; GO:0048029; GO:0051289; GO:0061621; GO:0070095
P0A799	PGK_ECOLI	pgk b2926 JW2893	387	2.7.2.3	GO:0004618; GO:0005524; GO:0005829; GO:0006094; GO:0006096; GO:0016310; GO:0043531; GO:0097216
